age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
30-34,Male,Viet Nam,Coursework,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","1,000-1,999",basic,1-2 years
30-34,Female,United States of America,Masters,Software Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"80,000-89,999",advance,3-5 years
25-29,Male,India,Bachelors,Software Engineer,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","1,000-1,999",advance,< 1 years
40-44,Male,United States of America,Doctoral,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,5-10 years
50-54,Female,Chile,Doctoral,Other,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,3-5 years
30-34,Male,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"200,000-249,999",advance,5-10 years
25-29,Male,China,Masters,Student,,,,advance,1-2 years
25-29,Male,United States of America,Masters,Software Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999",advance,5-10 years
70+,Male,United States of America,Doctoral,Other,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"100,000-124,999",advance,1-2 years
22-24,Female,Malaysia,Doctoral,Student,,,,basic,1-2 years
55-59,Male,United Kingdom of Great Britain and Northern Ireland,Bachelors,Other,0-49 employees,No (we do not use ML methods),"125,000-149,999",basic,3-5 years
30-34,Male,India,Masters,Software Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"4,000-4,999",intermediate,I have never written code
45-49,Male,Australia,Masters,Other,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,advance,10-20 years
40-44,Male,India,Doctoral,Data Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","15,000-19,999",advance,5-10 years
30-34,Male,Singapore,Bachelors,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",intermediate,10-20 years
35-39,Male,Argentina,Masters,Software Engineer,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","15,000-19,999",basic,< 1 years
25-29,Male,China,Bachelors,Software Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999",basic,I have never written code
25-29,Male,United States of America,Masters,Research Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,3-5 years
45-49,Male,India,Bachelors,Product/Project Manager,0-49 employees,We are exploring ML methods (and may one day put a model into production),"250,000-299,999",advance,10-20 years
45-49,Male,Taiwan,Coursework,Product/Project Manager,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",advance,10-20 years
25-29,Male,Australia,Masters,Student,,,,advance,1-2 years
25-29,Male,China,Masters,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,3-5 years
22-24,Male,United States of America,Masters,Research Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999",advance,3-5 years
22-24,Male,Brazil,Bachelors,Statistician,"> 10,000 employees",No (we do not use ML methods),"40,000-49,999",advance,5-10 years
22-24,Male,India,Bachelors,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","15,000-19,999",advance,1-2 years
40-44,Male,Taiwan,Coursework,Research Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"3,000-3,999",advance,< 1 years
25-29,Male,Canada,Masters,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"60,000-69,999",advance,1-2 years
25-29,Male,Brazil,Bachelors,Business Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"15,000-19,999",basic,< 1 years
30-34,Male,United States of America,Masters,Other,"> 10,000 employees",No (we do not use ML methods),"60,000-69,999",basic,< 1 years
22-24,Male,United States of America,Masters,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,3-5 years
18-21,Male,India,Bachelors,Student,,,,intermediate,< 1 years
22-24,Male,Egypt,Bachelors,Student,,,,intermediate,1-2 years
30-34,Male,Brazil,Bachelors,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,3-5 years
45-49,Male,Taiwan,Masters,Data Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,1-2 years
18-21,Male,Japan,Coursework,Student,,,,advance,< 1 years
25-29,Male,Taiwan,Masters,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"1,000-1,999",intermediate,1-2 years
30-34,Male,India,Masters,Student,,,,basic,I have never written code
35-39,Female,India,Doctoral,Research Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,basic,5-10 years
25-29,Male,Singapore,Bachelors,Student,,,,advance,3-5 years
22-24,Male,Taiwan,Masters,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,3-5 years
30-34,Male,India,Masters,Other,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",basic,I have never written code
18-21,Male,India,Bachelors,Student,,,,intermediate,< 1 years
22-24,Male,India,Masters,Other,50-249 employees,We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,1-2 years
22-24,Male,India,Masters,Student,,,,advance,1-2 years
25-29,Male,China,Masters,Student,,,,intermediate,3-5 years
25-29,Male,Singapore,Bachelors,Data Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"60,000-69,999",advance,3-5 years
60-69,Male,Other,Doctoral,Statistician,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",advance,20+ years
60-69,Male,United States of America,Bachelors,Student,,,,advance,20+ years
22-24,Male,India,Bachelors,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999",intermediate,< 1 years
35-39,Male,China,Bachelors,Product/Project Manager,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",basic,5-10 years
22-24,Male,Singapore,Bachelors,Student,,,,advance,3-5 years
22-24,Male,Australia,Bachelors,Student,,,,advance,1-2 years
40-44,Male,Taiwan,Masters,Product/Project Manager,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999",basic,< 1 years
70+,Male,United States of America,Masters,Research Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"150,000-199,999",intermediate,1-2 years
25-29,Male,Indonesia,Masters,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"3,000-3,999",advance,3-5 years
18-21,Male,India,Masters,Product/Project Manager,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,basic,< 1 years
35-39,Male,Japan,Masters,Data Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,5-10 years
25-29,Male,India,Masters,Other,"1000-9,999 employees",I do not know,"3,000-3,999",advance,< 1 years
40-44,Female,United States of America,Doctoral,Research Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,10-20 years
25-29,Male,Taiwan,Masters,Student,,,,advance,< 1 years
25-29,Male,Pakistan,Bachelors,Software Engineer,"1000-9,999 employees",No (we do not use ML methods),"5,000-7,499",intermediate,3-5 years
60-69,Male,Chile,Coursework,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"3,000-3,999",advance,10-20 years
40-44,Female,Canada,Bachelors,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"80,000-89,999",advance,1-2 years
22-24,Female,India,Bachelors,Software Engineer,"> 10,000 employees",No (we do not use ML methods),"4,000-4,999",advance,< 1 years
40-44,Male,India,Masters,Product/Project Manager,50-249 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",basic,I have never written code
35-39,Male,Taiwan,Masters,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","25,000-29,999",basic,3-5 years
30-34,Male,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,5-10 years
45-49,Female,United States of America,Masters,Data Scientist,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"25,000-29,999",advance,3-5 years
22-24,Male,Indonesia,Bachelors,Business Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,1-2 years
45-49,Male,Taiwan,Coursework,Research Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",advance,10-20 years
45-49,Male,United States of America,Bachelors,Research Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999",intermediate,10-20 years
18-21,Male,Viet Nam,Bachelors,Student,,,,basic,< 1 years
25-29,Male,Japan,Masters,Other,0-49 employees,We are exploring ML methods (and may one day put a model into production),"25,000-29,999",advance,3-5 years
30-34,Male,Malaysia,Bachelors,Software Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999",intermediate,1-2 years
45-49,Male,India,Coursework,Other,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,5-10 years
35-39,Male,United States of America,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,10-20 years
